MOF,Uptake
BFFIVE_15_Fe_i,0.8348429279
BFFIVE_15_Fe_i,0.2445529746
BFFIVE_15_Fe_i,0.0107005725
BFFIVE_15_Ni_i,0.9059291917
BFFIVE_15_Ni_i,0.2828012986
BFFIVE_15_Ni_i,0.0119124614
BFFIVE_15_Zn_i,0.9132805111
BFFIVE_15_Zn_i,0.2605139494
BFFIVE_15_Zn_i,0.0108887851
BFFIVE_16_Cd_i,0.1156110417
BFFIVE_16_Cd_i,0.0294424967
BFFIVE_16_Cd_i,0.0011863452
BFFIVE_16_Co_i,0.0737822891
BFFIVE_16_Co_i,0.0180238461
BFFIVE_16_Co_i,0.0007398816
BFFIVE_16_Cu_i,0.0752526569
BFFIVE_16_Cu_i,0.0184891117
BFFIVE_16_Cu_i,0.0007271884
BFFIVE_16_Fe_i,0.0742953729
BFFIVE_16_Fe_i,0.018403476
BFFIVE_16_Fe_i,0.0007196109
BFFIVE_16_Ni_i,0.0740407185
BFFIVE_16_Ni_i,0.018377275
BFFIVE_16_Ni_i,0.0007324804
BFFIVE_16_Zn_i,0.0741375688
BFFIVE_16_Zn_i,0.0183155637
BFFIVE_16_Zn_i,0.0007621267
BFFIVE_18_Cd,0.0676191856
BFFIVE_18_Cd,0.0162222924
BFFIVE_18_Cd,0.0006878415
BFFIVE_18_Co,0.2173101178
BFFIVE_18_Co,0.054345368
BFFIVE_18_Co,0.0023128942
BFFIVE_18_Cu,0.2119803711
BFFIVE_18_Cu,0.0521074927
BFFIVE_18_Cu,0.0022641698
BFFIVE_18_Fe,0.1524905881
BFFIVE_18_Fe,0.0391998273
BFFIVE_18_Fe,0.0015315796
BFFIVE_18_Ni,0.188941303
BFFIVE_18_Ni,0.0481720065
BFFIVE_18_Ni,0.0019467866
BFFIVE_18_Zn,0.2754277008
BFFIVE_18_Zn,0.0708920767
BFFIVE_18_Zn,0.0029616857
BFFIVE_1_Cd,0.1084800081
BFFIVE_1_Cd,0.0263319296
BFFIVE_1_Cd,0.0010281767
BFFIVE_1_Co,0.1351382492
BFFIVE_1_Co,0.0330412208
BFFIVE_1_Co,0.0013253184
BFFIVE_1_Cu,0.1456069094
BFFIVE_1_Cu,0.0357604248
BFFIVE_1_Cu,0.0014034831
BFFIVE_1_Fe,0.1198829357
BFFIVE_1_Fe,0.0293157102
BFFIVE_1_Fe,0.0012168848
BFFIVE_1_Ni,0.0963927407
BFFIVE_1_Ni,0.0235602515
BFFIVE_1_Ni,0.0009912929
BFFIVE_1_Zn,0.0934553918
BFFIVE_1_Zn,0.0229394151
BFFIVE_1_Zn,0.0009154561
BFFIVE_2_Cd,0.057136299
BFFIVE_2_Cd,0.0145860497
BFFIVE_2_Cd,0.0005042921
BFFIVE_2_Cd_i,3.3347254027
BFFIVE_2_Cd_i,0.9049450336
BFFIVE_2_Cd_i,0.0376874323
BFFIVE_2_Co,0.0620738402
BFFIVE_2_Co,0.0152465777
BFFIVE_2_Co,0.0006853286
BFFIVE_2_Co_i,4.4865595218
BFFIVE_2_Co_i,1.4770168493
BFFIVE_2_Co_i,0.0649329043
BFFIVE_2_Cu,0.0644996933
BFFIVE_2_Cu,0.0160842667
BFFIVE_2_Cu,0.0005901761
BFFIVE_2_Cu_i,4.6649331015
BFFIVE_2_Cu_i,1.5700822749
BFFIVE_2_Cu_i,0.062799986
BFFIVE_2_Fe,0.0549633711
BFFIVE_2_Fe,0.0135555874
BFFIVE_2_Fe,0.0005429901
BFFIVE_2_Fe_i,2.8835114937
BFFIVE_2_Fe_i,0.8964499856
BFFIVE_2_Fe_i,0.0389281292
BFFIVE_2_Ni,0.0776707896
BFFIVE_2_Ni,0.0197962565
BFFIVE_2_Ni,0.0007782963
BFFIVE_2_Ni_i,4.1967777788
BFFIVE_2_Ni_i,1.3174861356
BFFIVE_2_Ni_i,0.0550546652
BFFIVE_2_Zn,0.0579073953
BFFIVE_2_Zn,0.0148610789
BFFIVE_2_Zn,0.0006273144
BFFIVE_2_Zn_i,4.1712604078
BFFIVE_2_Zn_i,1.2870861145
BFFIVE_2_Zn_i,0.0510738501
BFFIVE_3_Cd,0.5071812413
BFFIVE_3_Cd,0.1497542657
BFFIVE_3_Cd,0.0062743329
BFFIVE_3_Co,1.9505143103
BFFIVE_3_Co,0.9077544687
BFFIVE_3_Co,0.0492630392
BFFIVE_3_Cu,2.5775451911
BFFIVE_3_Cu,1.7717133465
BFFIVE_3_Cu,0.154944183
BFFIVE_3_Fe,1.1283955789
BFFIVE_3_Fe,0.3745329077
BFFIVE_3_Fe,0.0169029595
BFFIVE_3_Ni,1.8859776695
BFFIVE_3_Ni,0.8446270071
BFFIVE_3_Ni,0.0454886119
BFFIVE_3_Zn,1.5961438685
BFFIVE_3_Zn,0.6473748867
BFFIVE_3_Zn,0.0327068044
BFFIVE_4_Cd_i,0.377875263
BFFIVE_4_Cd_i,0.1502561211
BFFIVE_4_Cd_i,0.0083427117
BFFIVE_4_Co_i,0.3422941573
BFFIVE_4_Co_i,0.0900470463
BFFIVE_4_Co_i,0.003592828
BFFIVE_4_Cu_i,0.9437512722
BFFIVE_4_Cu_i,0.257499508
BFFIVE_4_Cu_i,0.0103602213
BFFIVE_4_Fe_i,0.6466488815
BFFIVE_4_Fe_i,0.1876920598
BFFIVE_4_Fe_i,0.0083053865
BFFIVE_4_Ni_i,0.2950782941
BFFIVE_4_Ni_i,0.0766020484
BFFIVE_4_Ni_i,0.0031601113
BFFIVE_4_Zn_i,0.2838375872
BFFIVE_4_Zn_i,0.0745395177
BFFIVE_4_Zn_i,0.0030157877
BFFIVE_5_Cd_i,0.1510859598
BFFIVE_5_Cd_i,0.0458839262
BFFIVE_5_Cd_i,0.00191691
BFFIVE_5_Co_i,0.4485117486
BFFIVE_5_Co_i,0.1169379633
BFFIVE_5_Co_i,0.0048180286
BFFIVE_5_Cu_i,0.3602787992
BFFIVE_5_Cu_i,0.0936804196
BFFIVE_5_Cu_i,0.0038044485
BFFIVE_5_Fe_i,0.3501408031
BFFIVE_5_Fe_i,0.0910316931
BFFIVE_5_Fe_i,0.0036582168
BFFIVE_5_Ni_i,0.3800302297
BFFIVE_5_Ni_i,0.0982935456
BFFIVE_5_Ni_i,0.0038524049
BFFIVE_5_Zn_i,0.3101692522
BFFIVE_5_Zn_i,0.0810307346
BFFIVE_5_Zn_i,0.0032369495
BFFIVE_6_Cd_i,0.4871862184
BFFIVE_6_Cd_i,0.1286120401
BFFIVE_6_Cd_i,0.0052002172
BFFIVE_6_Co_i,0.6659344426
BFFIVE_6_Co_i,0.1666147544
BFFIVE_6_Co_i,0.0068785354
BFFIVE_6_Cu_i,0.6768767016
BFFIVE_6_Cu_i,0.1747752492
BFFIVE_6_Cu_i,0.0071180095
BFFIVE_6_Fe_i,0.5948435741
BFFIVE_6_Fe_i,0.1545143746
BFFIVE_6_Fe_i,0.0061539413
BFFIVE_6_Ni_i,0.6814602316
BFFIVE_6_Ni_i,0.1747498125
BFFIVE_6_Ni_i,0.0071399966
BFFIVE_6_Zn_i,0.6428143195
BFFIVE_6_Zn_i,0.163276922
BFFIVE_6_Zn_i,0.0067260667
BFFIVE_7_Cd,0.0842991319
BFFIVE_7_Cd,0.0208357101
BFFIVE_7_Cd,0.0008489771
BFFIVE_7_Co,0.0918456386
BFFIVE_7_Co,0.022709981
BFFIVE_7_Co,0.0009912722
BFFIVE_7_Cu,0.0951802072
BFFIVE_7_Cu,0.0236915753
BFFIVE_7_Cu,0.0009683844
BFFIVE_7_Fe,0.0823390684
BFFIVE_7_Fe,0.0206655911
BFFIVE_7_Fe,0.0007691488
BFFIVE_7_Ni,0.0821707951
BFFIVE_7_Ni,0.0198165744
BFFIVE_7_Ni,0.0007912759
BFFIVE_7_Zn,0.086742421
BFFIVE_7_Zn,0.021435272
BFFIVE_7_Zn,0.0007950999
BIBBUL,0.0321198583
BIBBUL,0.6187186081
BIBBUL,1.337270368
BIBXOB,0.0006277721
BIBXOB,0.0156381107
BIBXOB,0.0632890873
BIBXUH,0.0014878634
BIBXUH,0.0373745592
BIBXUH,0.1500087683
BICPUA,0.0006015752
BICPUA,0.0157034345
BICPUA,0.0631841442
BIMDEF,0.0092932709
BIMDEF,0.2304159972
BIMDEF,0.8824074421
BIMDIL,0.0106317102
BIMDIL,0.2585745237
BIMDIL,0.9557903618
BIQVII,0.4835782625
BIQVII,1.5648541318
BIQVII,2.0079523766
BIRSIG,0.0046468034
BIRSIG,0.1160844482
BIRSIG,0.4483601538
BIWYAH10,0.0135243501
BIWYAH10,0.3075955462
BIWYAH10,0.9965615373
BIXYEO,0.0488004163
BIXYEO,0.6288767573
BIXYEO,1.1171526906
BIYSUZ,0.0145374005
BIYSUZ,0.3003514036
BIYSUZ,0.9880743552
BIYTAG,0.023608778
BIYTAG,0.4971226495
BIYTAG,1.3351974647
BIYVEM,0.0204495969
BIYVEM,0.3875567362
BIYVEM,1.1081819177
BIYVIQ,0.0049139535
BIYVIQ,0.1124864944
BIYVIQ,0.420417677
BOCKOT,1.365299382
BOFCEG,0.0432446796
BOFCEG,0.8177496864
BOFCEG,1.9797068739
BOHGOU,0.0148028495
BOHGOU,0.3414241496
BOHGOU,1.0643494951
BOJYIK01,2.3027777736
BOJYIK01,2.5955593692
BOJYIK01,2.8748635245
BOJYIK,2.3421609662
BOJYIK,2.5705484614
BOJYIK,2.8515728784
BONNIC,1.0086131605
BONNIC,2.0131992083
BONNIC,2.0663866528
BONWAD,0.0676737885
BONWAD,1.0986120546
BONWAD,1.9956981626
BONWIL,0.008201114
BONWIL,0.1548625777
BONWIL,0.4090572758
BOTLED,0.004052689
BOTLED,0.1069385455
BOTLED,0.3044236757
BOVHEB,0.0354203382
BOVHEB,0.7308675787
BOVHEB,1.9965629253
BOWNUY,0.0016508788
BOWNUY,0.0429222309
BOWNUY,0.1649154376
BOWQAG,0.030617501
BOWQAG,0.5606674895
BOWQAG,1.2783152469
BUCWAZ,0.0047927432
BUCWAZ,0.1160260672
BUCWAZ,0.4258618161
BUDDIO,9.43034e-05
BUDDIO,0.0023591434
BUDDIO,0.0093157718
BUGSAY,1.5677526725
BUGSAY,3.2807471145
BUGSAY,3.7389454689
BUGSEC,0.0176305827
BUGSEC,0.4190027004
BUGSEC,1.4094742896
BUGSIG,1.4072982049
BUGSIG,3.3267589733
BUGSIG,3.790328424
BUGSOM,1.5035971907
BUGSOM,3.3264445349
BUGSOM,3.7382603298
BUKMUQ01,0.0059943547
BUKMUQ01,0.1436622904
BUKMUQ01,0.5542823644
BUKRUW03,0.0005301359
BUKRUW03,0.0125823152
BUKRUW03,0.0522115613
BUKYAJ,0.0157634726
BUKYAJ,0.3800744799
BUKYAJ,1.3870132734
BUPVEP,0.0003041404
BUPVEP,0.0078424784
BUPVEP,0.031463018
BUQWER,0.0379891932
BUQWER,0.7526813237
BUQWER,1.8471617528
BUSGIG,0.0027999546
BUSGIG,0.0647851951
BUSGIG,0.2002137337
BUSGOM,0.0036250967
BUSGOM,0.0817880248
BUSGOM,0.2573097653
BUSNAF,0.0012065443
BUSNAF,0.031180241
BUSNAF,0.1212293902
BUSQIQ,2.2419801206
BUSQIQ,4.2055357251
BUSQIQ,4.6281051712
BUVHEH,1.0584489524
BUVHEH,2.7120841293
BUVHEH,4.1847614744
BUVWOF02,0.0007514057
BUVWOF02,0.0177144814
BUVWOF02,0.0721876918
BUVXOG,0.0007328982
BUVXOG,0.0194329055
BUVXOG,0.0780120112
BUVYIB01,0.0036256249
BUVYIB01,0.0915993136
BUVYIB01,0.349761762
BUVYIB,0.0046333599
BUVYIB,0.1125452096
BUVYIB,0.4259008112
CACBUG,0.014020273
CACBUG,0.3575073431
CACBUG,1.4468302839
CADPII,0.0007607574
CADPII,0.0187689998
CADPII,0.0722739424
CADQAB,0.2926418701
CADQAB,2.302144177
CADQAB,3.2846341857
CADQOP,0.3599259717
CADQOP,2.4319255004
CADQOP,3.3656325648
CADZIT,0.0061199048
CADZIT,0.1544653034
CADZIT,0.6360796706
CAGXIU,0.0147788955
CAGXIU,0.3468322773
CAGXIU,1.2000076308
CAHLEE,0.8459628974
CAHLEE,1.1230178981
CAHLEE,1.1702127323
CAJLEH,0.0480780097
CAJLEH,0.885079627
CAJLEH,1.9196993999
CAJQEL,0.0059561176
CAJQEL,0.1362664819
CAJQEL,0.4026776233
CAKXET,1.1308067154
CAKXET,2.702682782
CAKXET,2.9312484121
CAKXIX,0.0279588195
CAKXIX,0.5743543634
CAKXIX,1.4951920943
CAKXOD,1.1163275108
CAKXOD,2.6321271785
CAKXOD,2.7875232409
CAKXUJ,1.1007252092
CAKXUJ,2.6168398321
CAKXUJ,2.7631697703
CAKYAQ,1.1345484314
CAKYAQ,2.5895206223
CAKYAQ,2.7279469831
CAKYEU,1.2217144942
CAKYEU,2.5737120409
CAKYEU,2.6906817563
CAKYIY,1.2562718246
CAKYIY,2.5543257069
CAKYIY,2.659017418
CANRUG,0.0236604428
CANRUG,0.5287896032
CANRUG,1.7105178643
CAPLOX,0.1474830295
CAPLOX,1.7348977228
CAPLOX,2.9710316119
CATART03,0.041239513
CATART03,1.0694608752
CATART03,3.0979379218
CAVTAW,0.5110957966
CAVTAW,1.614076719
CAVTAW,2.0257387862
CAXPIC,6.53491e-05
CAXPIC,0.0018840271
CAXPIC,0.0071094899
CAXWAB,0.0018295144
CAXWAB,0.046957839
CAXWAB,0.189472832
CAXWEF,0.0019884841
CAXWEF,0.052350092
CAXWEF,0.2138651462
CAXWIJ,0.0020511636
CAXWIJ,0.0509338989
CAXWIJ,0.2035094043
CAYDEN,0.0034271528
CAYDEN,0.0858059017
CAYDEN,0.3190679294
CAYDIR,0.0030890378
CAYDIR,0.0790447501
CAYDIR,0.2973135592
CAYMIZ,0.0820461797
CAYMIZ,0.9755812564
CAYMIZ,1.8335984107
CAYQAV,0.3216484458
CAYQAV,2.3455448844
CAYQAV,3.5862154155
CAZFOA,0.1302041406
CAZFOA,0.9274672011
CAZFOA,1.2795052647
CDLGLU01,0.436093953
CDLGLU01,2.7619918742
CDLGLU01,3.4246844566
CDLGLU02,0.0027636865
CDLGLU02,0.0697431909
CDLGLU02,0.2500720659
CDLGLU10,0.2524941595
CDLGLU10,2.2670135002
CDLGLU10,3.0576116777
CDLGLU11,0.1712278218
CDLGLU11,1.8863237254
CDLGLU11,2.855105963
CDLGLU12,0.4828193669
CDLGLU12,2.6734264917
CDLGLU12,3.3742336783
CEBDOD,0.0426950856
CEBDOD,0.7268052825
CEBDOD,1.4387381245
CECVIQ,0.6393651335
CECVIQ,1.8208000703
CECVIQ,2.4284226732
CECVOW,0.5679553038
CECVOW,1.815300917
CECVOW,2.4000912361
CEDFIC,0.301782304
CEDFIC,1.7755774809
CEDFIC,2.6587269709
CEFLEF,0.0034593236
CEFLEF,0.0806802328
CEFLEF,0.330442647
CEGDUO,0.0012217096
CEGDUO,0.0303291293
CEGDUO,0.1174181405
CEGFAW,0.0010735609
CEGFAW,0.026103792
CEGFAW,0.0992585614
CEGWER,1.2328088809
CEGWER,2.2802286831
CEGWER,2.6139474116
CEHWIX,0.0219425813
CEHWIX,0.4722643076
CEHWIX,1.4493432068
CEHWOD,8.70309e-05
CEHWOD,0.0019923608
CEHWOD,0.0077730841
CELZEA,0.039893836
CELZEA,0.9647944293
CELZEA,3.0449108203
CEMYUQ,0.0033348228
CEMYUQ,0.0831963775
CEMYUQ,0.3297770338
CENJIQ,0.0268538682
CENJIQ,0.5005642872
CENJIQ,1.2227917573
CENKAJ,0.015842324
CENKAJ,0.3318615281
CENKAJ,0.9627263435
CENPUI,0.0402459832
CENPUI,0.9081934332
CENPUI,2.5106255123
CERMIV,0.0202307763
CERMIV,0.4489154008
CERMIV,1.2940746533
CESYEF01,8.0526e-06
CESYEF01,0.0001263249
CESYEF01,0.0005360002
CESYEF,2.8184e-05
CESYEF,0.0007589562
CESYEF,0.0031410117
CETFOX,0.0579555848
CETFOX,0.9795972797
CETFOX,2.1608032948
CETFUD,0.2485871849
CETFUD,1.953909396
CETFUD,2.6478109742
CETHEQ,0.0021065466
CETHEQ,0.0551242249
CETHEQ,0.2029698977
CETVAA,0.074477996
CETVAA,0.9272791788
CETVAA,1.4031405114
CEZNAY,0.1042577395
CEZNAY,1.2312920086
CEZNAY,1.7935573394
CICYIX,1.1043840011
CICYIX,3.0382303136
CICYIX,3.176483936
CIDKUX,0.0012047154
CIDKUX,0.0317587256
CIDKUX,0.1257358641
CIFJAE,0.0134518836
CIFJAE,0.3234265423
CIFJAE,1.2340585185
CIGDUT,0.8729598221
CIGDUT,2.6437257905
CIGDUT,3.474196598
CIGFAB,0.8915533605
CIGFAB,2.6243381187
CIGFAB,3.5205775977
CIGFEF,1.7402090306
CIGFEF,3.5335764156
CIGFEF,4.3056402464
CIGYAU,0.0005064764
CIGYAU,0.0141701516
CIGYAU,0.0587833412
CILDAD,6.2692e-06
CILDAD,0.0002083315
CILDAD,0.0008637078
CIPCUB,0.0075782629
CIPCUB,0.181651671
CIPCUB,0.6464961818
CISMEY01,0.0210966332
CISMEY01,0.4427092324
CISMEY01,1.1026810198
CISMEY,0.0184778239
CISMEY,0.3214152443
CISMEY,0.7413504896
CISMIC,0.0089096489
CISMIC,0.1965113391
CISMIC,0.5781615247
CIVTEH,0.004768675
CIVTEH,0.1176038412
CIVTEH,0.4554816766
CIWYUD,0.0025002668
CIWYUD,0.0614145233
CIWYUD,0.2550960566
CIZLEE,0.0015324933
CIZLEE,0.0360747235
CIZLEE,0.1286108105
CIZMIJ,0.0052459344
CIZMIJ,0.1322842661
CIZMIJ,0.3109141107
COBWEV,0.0006208075
COBWEV,0.0148167475
COBWEV,0.062483629
CODFEH,0.0162282068
CODFEH,0.3849023372
CODFEH,1.4489402924
CODKOX,0.1502444354
CODKOX,1.6002406214
CODKOX,1.8524110262
CODQOD,0.174899182
CODQOD,1.7152725017
CODQOD,1.9558653415
CODQUJ,0.1492884678
CODQUJ,1.6244733632
CODQUJ,1.901617796
CODROD,3.0786047102
CODROD,3.532798872
CODROD,3.7437769177
CODRUJ,2.9979914163
CODRUJ,3.444898082
CODRUJ,3.6555262209
CODSAR,0.1577599887
CODSAR,1.4858112433
CODSAR,1.7977845042
COJHIT,0.001536595
COJHIT,0.0373287829
COJHIT,0.1486446175
COKMIA,0.0014784837
COKMIA,0.0368437671
COKMIA,0.1431386741
COKMOG,0.0007450425
COKMOG,0.018783015
COKMOG,0.0757066973
COKMUM,0.0011721264
COKMUM,0.0298886146
COKMUM,0.1191286185
COKNAT,0.0012869437
COKNAT,0.0316496194
COKNAT,0.1274518804
COKPEZ,0.0054503266
COKPEZ,0.1407028638
COKPEZ,0.5407446267
COKPOJ,0.0014282248
COKPOJ,0.0368520776
COKPOJ,0.1409514205
COKPUP,0.0014788263
COKPUP,0.0372142164
COKPUP,0.142258762
COKQAW,0.0005476449
COKQAW,0.0143148388
COKQAW,0.0571442822
COKQEA,0.0014444501
COKQEA,0.0359098212
COKQEA,0.1407207042
COKQOK,0.001427151
COKQOK,0.0345624361
COKQOK,0.1329606224
COMDOY,0.0072143459
COMDOY,0.1812269591
COMDOY,0.7039188363
COMGUH,0.0022401248
COMGUH,0.0531314752
COMGUH,0.1620953069
COQTEJ,0.0622333617
COQTEJ,1.1949164062
COQTEJ,3.0582136558
COSMII,0.0079216867
COSMII,0.1922351213
COSMII,0.7207844452
COTVIS,0.2856636343
COTVIS,2.0619509093
COTVIS,3.1356490823
COTVOY,0.3283776038
COTVOY,2.6742100688
COTVOY,4.0118977664
COTVUE,0.3706783368
COTVUE,2.7227134261
COTVUE,3.9071109414
COVYIX,0.0093746198
COVYIX,0.1626055402
COVYIX,0.3260698325
COWBEX,0.0043234447
COWBEX,0.104121867
COWBEX,0.3638133781
COWMAD,0.1825268131
COWMAD,1.9887767664
COWMAD,3.2749928759
COWMEH,0.1622227957
COWMEH,1.94330108
COWMEH,3.1713954191
COWMIL,0.168930829
COWMIL,1.921133942
COWMIL,3.1752863122
COWMOR,0.1477309711
COWMOR,1.824749531
COWMOR,3.0279313399
COWMUX,0.1629678047
COWMUX,1.9504257526
COWMUX,3.1013590095
COXQUB,0.2772528495
COXQUB,1.2728816533
COXQUB,1.5277644567
COXXIX,0.0125819378
COXXIX,0.2670001268
COXXIX,0.9341280183
COYCEZ,0.0021608637
COYCEZ,0.0556142042
COYCEZ,0.2247398518
COYCID,0.0008069904
COYCID,0.0200596434
COYCID,0.0801918254
COYTEQ,0.8715680229
COYTEQ,2.2834935248
COYTEQ,2.9301044945
COYTIU,1.0634662456
COYTIU,2.3665315123
COYTIU,2.9979462844
COYTOA,0.9228521212
COYTOA,2.2337251566
COYTOA,2.8472478761
COYTUG01,2.0157135499
COYTUG,2.0177245272
COYVAO01,1.8602602069
COYVAO,1.8235851689
COYVES01,1.6850192962
COYVES,1.6910936506
CUCSAU,0.0028270174
CUCSAU,0.071269436
CUCSAU,0.2782222746
CUFGOB,0.9739786041
CUFGOB,1.5336733513
CUFGOB,1.8162041012
CUFGUH,0.9352251169
CUFGUH,1.4303155925
CUFGUH,1.7310986179
CUGFAN01,0.0125430077
CUGFAN01,0.2763493548
CUGFAN01,0.9154585785
CUGFAN,0.0078344782
CUGFAN,0.1873075739
CUGFAN,0.6032146046
CUGFOB,0.0173046092
CUGFOB,0.4052747903
CUGFOB,1.1886597313
CUGFUH,0.0125545958
CUGFUH,0.2899677642
CUGFUH,0.9827406929
CUGLTM01,0.0061748289
CUGLTM01,0.1247254036
CUGLTM01,0.494705187
CUGLTM02,0.00385646
CUGLTM02,0.0861712875
CUGLTM02,0.3161802948
CUGLTM,0.0075976006
CUGLTM,0.1634659777
CUGLTM,0.5915457642
CUGVUW,0.0017684277
CUGVUW,0.0431812274
CUGVUW,0.1711680033
CUGVUX,0.0415096063
CUGVUX,0.6278875988
CUGVUX,1.2408780814
CUIMDZ01,0.0037447358
CUIMDZ01,0.0852795868
CUIMDZ01,0.2272110863
CUKXOW,1.2475061175
CUKXOW,3.0099080005
CUKXOW,4.5129506313
CUKXUC,0.0589151041
CUKXUC,0.9662715113
CUKXUC,2.1988524317
CUKYAJ,1.3982568269
CUKYAJ,3.6512581677
CUKYAJ,4.7418813436
CUMDIY,0.0246913822
CUMDIY,0.4518096775
CUMDIY,0.9345850423
CUMDOE,0.0226479713
CUMDOE,0.5542149632
CUMDOE,1.6388097713
CUNFOH01,0.0001988478
CUNFOH01,0.0051080578
CUNFOH01,0.0202760289
CUNFOH,0.0001949461
CUNFOH,0.0049880346
CUNFOH,0.020208254
CUNWEO,0.0024228699
CUNWEO,0.0616101211
CUNWEO,0.2366760009
CUQRIR,0.0077211867
CUQRIR,0.1902150938
CUQRIR,0.7226601222
CUQROX,0.0081532201
CUQROX,0.2029372881
CUQROX,0.7566414183
CUTBEA,0.0016364638
CUTBEA,0.0430539647
CUTBEA,0.1698528585
CUTBIE,0.0315860285
CUTBIE,0.5985554205
CUTBIE,1.5540275501
CUTBOK,0.072485606
CUTBOK,0.9625645587
CUTBOK,1.8727947233
CUTGEF,0.0250512664
CUTGEF,0.5668039043
CUTGEF,1.8418667319
CUVGIK,0.0099411155
CUVGIK,0.2500424535
CUVGIK,1.0139767614
CUVGOQ,0.0107489436
CUVGOQ,0.2691778087
CUVGOQ,1.0155798456
CUVHIL01,0.2597585499
CUVHIL01,1.7179429699
CUVHIL01,2.3093690503
CUVHIL02,0.2095817734
CUVHIL02,1.6195273811
CUVHIL02,2.2050015683
CUVHIL,0.2147105814
CUVHIL,1.625968217
CUVHIL,2.2131319158
CUVTUJ,0.0013605533
CUVTUJ,0.0342578056
CUVTUJ,0.1328142196
CUWTUL,0.0068698433
CUWTUL,0.1719119111
CUWTUL,0.6214042345
CUWVAT,0.0037817634
CUWVAT,0.0928408939
CUWVAT,0.3552266922
CUWVEX,0.0107758752
CUWVEX,0.2417799119
CUWVEX,0.8137202362
CUWVIB,0.0073543482
CUWVIB,0.1818142872
CUWVIB,0.6384083162
CUXFIL,0.0118986952
CUXFIL,0.2848633479
CUXFIL,1.0357524737
CUXJAI,0.0016469151
CUXJAI,0.0421942693
CUXJAI,0.1651561872
CUYHIO,0.0582200044
CUYHIO,0.9559730621
CUYHIO,1.7047333523
CUYQIX,0.019036727
CUYQIX,0.3927371308
CUYQIX,1.1379185827
CUYRUK,0.0003507413
CUYRUK,0.0103021743
CUYRUK,0.0370429809
DACXOV,0.0144285697
DACXOV,0.3192509582
DACXOV,0.9427884017
DACXUB,0.0167364517
DACXUB,0.3547322352
DACXUB,1.0152558319
DAFSEL,0.0049073657
DAFSEL,0.1257528233
DAFSEL,0.5153143998
DAFSOV,0.0062572067
DAFSOV,0.1601971061
DAFSOV,0.6337585283
DAFYER,0.0108845837
DAFYER,0.2571570092
DAFYER,0.9767622076
DAGDIZ,0.0040876492
DAGDIZ,0.0996865282
DAGDIZ,0.3875226987
DAGJED,0.0283254236
DAGJED,0.6126494017
DAGJED,1.9027542373
DAJHOM,0.0164066999
DAJHOM,0.3430009554
DAJHOM,0.9732382208
DAKVIW,0.0069883872
DAKVIW,0.1602687002
DAKVIW,0.5150053094
DALTAO,0.0130063259
DALTAO,0.3056822841
DALTAO,1.1387927238
DALVAQ,0.0229035427
DALVAQ,0.5676568793
DALVAQ,1.872870707
DAPXEZ,0.4698822263
DAPXEZ,1.16925775
DAPXEZ,1.5243374525
DARSEV,0.0036872596
DARSEV,0.0904163904
DARSEV,0.326844785
DATPIY,0.0042632956
DATPIY,0.1023023987
DATPIY,0.3628502395
DAWBIO,0.0051587079
DAWBIO,0.1256097952
DAWBIO,0.4470750171
DAWBUA,0.0071840765
DAWBUA,0.1728100346
DAWBUA,0.6178892765
DAWDAI,0.0086132816
DAWDAI,0.2037877461
DAWDAI,0.6572122613
DAWWIJ,0.0104066022
DAWWIJ,0.2387107265
DAWWIJ,0.9103448782
DAXHUH01,0.0020282919
DAXHUH01,0.0481815656
DAXHUH01,0.1910474042
DAXHUH,0.0019354599
DAXHUH,0.0466078003
DAXHUH,0.1835717999
DEBGIA,0.0363697293
DEBGIA,0.7387169617
DEBGIA,1.8523386829
DEFKUU,0.0031652114
DEFKUU,0.0783317332
DEFKUU,0.3043181613
DEFRIR,1.4421826182
DEGJIK,0.0190174605
DEGJIK,0.4190871022
DEGJIK,1.2198862999
DEHBIC,0.1364412918
DEHBIC,1.0253292693
DEHBIC,1.3710590002
DEJCIF,0.030317531
DEJCIF,0.6749728029
DEJCIF,2.0438128801
DEJJIN,0.0009212604
DEJJIN,0.0245192736
DEJJIN,0.0959712772
DEJRUH,0.0098678662
DEJRUH,0.2322851983
DEJRUH,0.7982337855
DEKHUX,0.0060325297
DEKHUX,0.1578289673
DEKHUX,0.6162807842
DELGEI,0.0009150312
DELGEI,0.023389319
DELGEI,0.0946835581
DEPXOM,0.0104703728
DEPXOM,0.2533745067
DEPXOM,0.9985405226
DEXZIR,0.0029564835
DEXZIR,0.0695279684
DEXZIR,0.241378676
DEYJIC,0.020694872
DEYJIC,0.4677644204
DEYJIC,1.5918110613
DEYJOI,0.0230145074
DEYJOI,0.4956920809
DEYJOI,1.6300247369
DEYXIQ,0.1211938229
DEYXIQ,2.1079613653
DEYXIQ,3.9620037653
DEZKAW,0.0189980552
DEZKAW,0.3214203724
DEZKAW,0.7674741104
DIBPAH,0.0334011723
DIBPAH,0.7062522039
DIBPAH,2.0519202162
DIBWUH,0.0011219731
DIBWUH,0.0286385503
DIBWUH,0.1153395825
DIBWUI,0.5862262429
DIBWUI,1.0146085959
DIBWUI,1.4911231187
DIBXAP,0.5619694764
DIBXAP,1.0064112286
DIBXAP,1.4432273406
DIBXIX,0.0340515957
DIBXIX,0.5572556628
DIBXIX,1.1401855821
DIBXOD,0.5552070884
DIBXOD,1.0277578661
